Test Case,Array Size,Kth Smallest Element Position,Runtime
33568,17,761,0.000001
33570,24350,974,0.000033
33599,701,291,0.000024
33602,24296,528,0.000034
33607,7080,938,0.000033
33612,3367,928,0.000032
33628,1521,913,0.000027
33630,21740,920,0.000035
33631,27956,163,0.000033
33637,6225,967,0.000034
33639,11443,643,0.000034
33651,1117,646,0.000023
33654,14636,9,0.000034
33683,9638,559,0.000034
33687,1329,540,0.000025
33712,26436,844,0.000034
33724,5761,240,0.000034
33731,22437,175,0.000032
33774,2692,441,0.000023
33779,5225,229,0.000034
33788,17196,381,0.000037
33804,8412,380,0.000034
33813,24097,780,0.000048
33814,1596,181,0.000028
33829,4944,338,0.000039
33857,2978,466,0.000042
33865,554,183,0.000014
33882,2859,910,0.000022
33886,1715,699,0.000028
33892,1636,26,0.000027
33907,8482,935,0.000033
33911,6413,834,0.000035
33920,3003,148,0.000030
33922,21049,558,0.000035
33930,1517,28,0.000028
33938,253,610,0.000007
33941,854,78,0.000019
33956,28419,443,0.000034
33958,2052,302,0.000030
33968,808,785,0.000023
33969,15884,191,0.000036
33977,2303,768,0.000029
33978,8125,61,0.000045
33994,8292,113,0.000034
33998,1441,91,0.000028
34001,6794,211,0.000034
34005,29130,576,0.000033
34008,49,550,0.000002
34013,22829,117,0.000031
34015,26782,94,0.000033
34022,144,819,0.000004
34036,4501,748,0.000035
34049,4610,963,0.000034
34051,15307,888,0.000035
34064,7157,991,0.000034
34067,7240,62,0.000033
34073,4489,650,0.000034
34082,8583,191,0.000034
34084,921,873,0.000020
34094,2088,753,0.000031
34095,5629,390,0.000034
34098,3323,831,0.000033
34100,1204,330,0.000023
34104,662,244,0.000016
34113,9194,826,0.000035
34121,494,176,0.000018
34122,16688,969,0.000036
34132,24954,645,0.000035
34136,17991,950,0.000035
34142,6425,381,0.000034
34143,25262,531,0.000034
34170,7795,47,0.000172
34191,2863,467,0.000032
34192,1905,64,0.000027
34195,421,794,0.000011
34198,5221,627,0.000035
34202,3760,261,0.000032
34205,53,280,0.000001
34207,2577,416,0.000033
34211,2008,389,0.000031
34213,11830,363,0.000034
34216,15318,661,0.000034
34222,7986,621,0.000034
34223,29166,303,0.000036
34226,31757,272,0.000034
34234,3528,305,0.000032
34236,197,401,0.000006
34239,771,835,0.000019
34242,27589,612,0.000034
34251,14889,806,0.000035
34254,9642,998,0.000035
34258,4932,213,0.000034
34265,4462,402,0.000035
34276,20184,691,0.000033
34310,5298,186,0.000034
34311,3769,772,0.000034
34329,3991,659,0.000033
34333,13063,513,0.000034
34357,9390,224,0.000030
34360,20111,726,0.000034
34364,1018,407,0.000023
34369,347,760,0.000014
34377,102,818,0.000003
34378,26457,36,0.000033
34383,30842,312,0.000029
34385,5206,592,0.000035
34388,10275,17,0.000034
34389,7713,587,0.000034
34390,5604,634,0.000034
34410,636,932,0.000015
34413,22803,555,0.000023
34418,26274,776,0.000025
34423,88,107,0.000003
34429,9784,440,0.000034
34433,993,161,0.000021
34438,17320,822,0.000034
34443,19658,307,0.000034
34448,7794,663,0.000051
34451,7598,661,0.000034
34456,70,693,0.000003
34470,8672,714,0.000033
34479,6381,147,0.000033
34483,17581,568,0.000040
34503,13747,377,0.000034
34507,3070,701,0.000021
34521,19515,540,0.000034
34538,6996,705,0.000034
34551,28535,351,0.000034
34557,2105,876,0.000029
34562,1654,997,0.000029
34565,24303,667,0.000034
34576,5346,262,0.000035
34581,3989,857,0.000032
34583,13331,644,0.000034
34592,6330,76,0.000050
34593,6771,514,0.000037
34606,19349,714,0.000033
34612,5612,708,0.000046
34613,29597,310,0.000034
34618,841,9,0.000019
34627,2940,815,0.000031
34640,2103,232,0.000026
34641,1822,206,0.000030
34652,172,908,0.000005
34654,1830,691,0.000029
34670,6504,812,0.000034
34686,3018,751,0.000031
34689,1160,365,0.000024
34693,7632,440,0.000033
34695,418,115,0.000011
34705,15625,138,0.000035
34717,16640,635,0.000034
34720,19575,273,0.000036
34726,10030,498,0.000036
34730,240,538,0.000007
34750,419,498,0.000012
34754,27960,518,0.000034
34761,755,913,0.000019
34771,6757,684,0.000033
34773,31590,840,0.000034
34777,15461,915,0.000035
34783,17066,817,0.000033
34797,179,187,0.000003
34804,1654,893,0.000027
34809,706,446,0.000017
34812,4429,627,0.000035
34823,12159,847,0.000023
34825,15815,646,0.000034
34828,8498,703,0.000039
34834,24783,475,0.000034
34836,12928,672,0.000033
34855,1285,863,0.000025
34861,16368,106,0.000036
34864,7730,73,0.000035
34867,9606,513,0.000042
34870,1701,655,0.000035
34884,6728,330,0.000033
34896,4712,499,0.000041
34901,258,859,0.000007
34906,1406,790,0.000025
34910,799,779,0.000018
34929,13782,645,0.000034
34934,23243,338,0.000035
34938,1666,2,0.000033
34948,154,383,0.000005
34960,1075,992,0.000026
34972,1732,347,0.000027
34982,7558,29,0.000034
34994,15433,670,0.000033
34998,1602,660,0.000027
35007,973,230,0.000020
35014,9859,501,0.000036
35041,3025,947,0.000032
35042,813,847,0.000025
35046,5542,530,0.000033
35056,719,107,0.000019
35067,2582,581,0.000032
35078,1416,700,0.000043
35079,1852,406,0.000029
35084,25507,56,0.000045
35091,857,854,0.000017
35116,529,596,0.000020
35123,1020,357,0.000022
35143,10657,967,0.000022
35148,1571,642,0.000020
35163,12473,382,0.000033
35172,2669,51,0.000033
35174,4498,800,0.000034
35203,10807,146,0.000035
35217,705,447,0.000017
35220,7444,4,0.000034
35222,3687,117,0.000036
35227,1328,588,0.000026
35254,5671,880,0.000034
35262,26,313,0.000001
35263,19475,155,0.000034
35272,7796,894,0.000045
35275,3956,959,0.000023
35282,21215,823,0.000034
35286,1415,126,0.000021
35289,100,54,0.000003
35297,1306,925,0.000028
35309,788,686,0.000018
35310,2907,524,0.000031
35317,6030,557,0.000033
35318,25945,181,0.000033
35319,2194,857,0.000032
35332,20164,803,0.000034
35349,762,814,0.000019
35362,2856,58,0.000032
35383,11873,387,0.000034
35387,728,663,0.000020
35399,24094,647,0.000029
35413,678,764,0.000017
35419,14116,371,0.000028
35426,5618,272,0.000034
35442,9776,63,0.000034
35457,13323,233,0.000034
35471,7894,317,0.000046
35476,2279,233,0.000040
35477,2904,199,0.000044
35479,2214,164,0.000033
35481,1407,633,0.000026
35483,7266,60,0.000035
35493,1407,476,0.000025
35497,9646,315,0.000033
35499,1528,26,0.000020
35504,16332,831,0.000036
35516,401,457,0.000005
35523,4544,576,0.000034
35535,3288,780,0.000032
35536,16285,665,0.000034
35538,13131,606,0.000024
35545,22610,561,0.000033
35547,28606,763,0.000036
35555,8086,542,0.000034
35568,2554,914,0.000036
35569,31563,501,0.000036
35574,5879,505,0.000034
35583,1233,495,0.000023
35592,3724,878,0.000020
35594,3831,44,0.000032
35596,20078,181,0.000034
35612,11477,568,0.000057
35618,25,346,0.000001
35626,339,857,0.000009
35635,23168,139,0.000051
35639,7213,531,0.000038
35641,1997,299,0.000038
35644,14947,759,0.000033
35645,14622,747,0.000035
35658,5824,554,0.000047
35662,10404,604,0.000064
35663,4825,989,0.000036
35665,5479,704,0.000032
35679,10427,55,0.000039
35682,9247,320,0.000034
35697,297,276,0.000008
35700,4836,200,0.000023
35719,438,203,0.000013
35727,5534,371,0.000045
35741,16330,233,0.000045
35742,898,576,0.000020
35748,19927,327,0.000032
35763,1049,730,0.000023
35769,1865,243,0.000028
35779,4410,528,0.000035
35781,8180,284,0.000034
35782,29799,983,0.000034
35784,1832,996,0.000022
35788,4166,34,0.000033
35812,25568,455,0.000055
35813,31376,273,0.000035
35815,966,613,0.000021
35819,2523,359,0.000033
35820,1541,335,0.000025
35821,11183,625,0.000033
35832,28707,272,0.000034
35843,21715,824,0.000035
35846,19598,245,0.000034
35855,3885,638,0.000034
35856,9821,360,0.000035
35864,4840,277,0.000034
35869,796,372,0.000019
35871,30497,727,0.000031
35876,358,781,0.000012
35877,25491,367,0.000034
35883,9405,328,0.000024
35889,24252,388,0.000034
35892,3074,746,0.000029
35905,544,713,0.000014
35915,24995,789,0.000036
35917,10592,520,0.000036
35930,1361,739,0.000026
35931,25039,487,0.000029
35932,3228,886,0.000034
35962,5568,524,0.000027
35966,22895,881,0.000107
35969,7865,901,0.000034
35980,29008,514,0.000035
35986,1225,427,0.000025
35989,1329,803,0.000026
35991,958,294,0.000021
36017,661,712,0.000016
36019,20442,697,0.000033
36029,28660,477,0.000037
36030,14050,9,0.000034
36041,20712,510,0.000034
36070,1112,822,0.000023
36080,12366,943,0.000034
36093,4642,690,0.000033
36101,17340,599,0.000033
36103,804,262,0.000019
36109,27817,179,0.000036
36117,18941,962,0.000041
36126,5727,849,0.000033
36129,31623,39,0.000034
36131,1071,398,0.000022
36136,4814,121,0.000034
36143,2996,93,0.000031
36144,739,909,0.000018
36145,18104,267,0.000035
36149,10592,544,0.000035
36158,2093,852,0.000028
36174,17603,714,0.000035
36179,1377,49,0.000024
36181,7255,376,0.000033
36190,6113,442,0.000035
36197,16008,754,0.000033
36198,2384,569,0.000031
36202,12674,5,0.000035
36205,2474,939,0.000032
36222,494,982,0.000012
36233,9166,839,0.000035
36236,16687,327,0.000034
36244,10432,40,0.000034
36250,6292,981,0.000034
36255,23158,919,0.000035
36262,1425,561,0.000026
36265,10418,161,0.000034
36266,2195,30,0.000031
36269,2224,1,0.000029
36284,4260,442,0.000034
36286,904,150,0.000021
36301,23515,748,0.000034
36313,832,287,0.000018
36316,6306,170,0.000034
36317,27506,850,0.000072
36321,11522,139,0.000034
36329,1975,540,0.000029
36334,953,602,0.000022
36337,13637,557,0.000030
36341,9796,806,0.000024
36345,187,80,0.000004
36353,10351,984,0.000036
36370,402,271,0.000011
36390,17086,265,0.000039
36394,194,947,0.000005
36412,546,592,0.000018
36417,7521,1,0.000034
36420,4199,957,0.000033
36453,27917,790,0.000033
36458,614,646,0.000016
36464,16790,401,0.000033
36499,1085,659,0.000022
36501,1940,107,0.000029
36538,10480,726,0.000033
36548,1019,772,0.000023
36549,7289,597,0.000034
36557,8611,64,0.000034
36583,9459,270,0.000034
36585,12266,277,0.000033
36587,2604,140,0.000027
36595,11983,964,0.000047
36602,194,763,0.000039
36603,1192,182,0.000025
36605,2522,824,0.000023
36613,20939,72,0.000048
36615,23172,397,0.000048
36644,1525,636,0.000029
36650,28545,967,0.000036
36658,613,902,0.000010
36688,2221,246,0.000039
36694,2861,731,0.000067
36696,708,681,0.000027
36702,922,520,0.000015
36707,764,673,0.000017
36720,311,814,0.000013
36726,5375,136,0.000034
36730,3904,935,0.000034
36732,12658,62,0.000034
36740,28193,542,0.000050
36753,7457,820,0.000043
36772,7691,90,0.000044
36783,3453,368,0.000025
36789,21904,73,0.000029
36792,48,449,0.000002
36794,11063,455,0.000024
36803,28457,724,0.000026
36812,22511,660,0.000025
36813,5808,917,0.000025
36820,26960,252,0.000027
36823,25970,312,0.000023
36828,1170,301,0.000023
36840,25141,112,0.000026
36841,79,895,0.000002
36853,2936,369,0.000031
36874,646,17,0.000016
36876,391,764,0.000010
36887,12119,513,0.000038
36894,11025,421,0.000025
36902,20576,550,0.000025
36911,3159,734,0.000031
36916,945,711,0.000015
36922,644,104,0.000018
36928,11829,710,0.000028
36929,31366,115,0.000035
36932,1093,860,0.000017
36934,2905,552,0.000033
36942,743,474,0.000018
36954,19345,784,0.000022
36987,7053,647,0.000033
36997,29400,533,0.000035
37018,32197,807,0.000035
37020,12104,677,0.000030
37021,2080,283,0.000032
37042,4771,525,0.000046
37061,18277,635,0.000024
37065,6453,278,0.000060
37066,4172,429,0.000088
37077,273,496,0.000008
37088,2023,868,0.000021
37093,20834,715,0.000036
37103,5054,875,0.000025
37110,16259,675,0.000038
37113,4177,872,0.000042
37114,2506,189,0.000015
37118,20378,609,0.000025
37119,13313,307,0.000037
37134,69,290,0.000001
37135,210,532,0.000006
37153,341,561,0.000021
37174,315,853,0.000011
37186,750,724,0.000014
37187,3808,376,0.000024
37188,9847,850,0.000062
37192,14742,56,0.000032
37194,15200,591,0.000025
37197,847,258,0.000028
37198,1153,680,0.000024
37200,10224,554,0.000053
37207,19933,566,0.000061
37213,15435,363,0.000025
37215,18931,168,0.000034
37219,9,792,0.000000
37222,3137,410,0.000033
37234,28673,11,0.000024
37241,223,93,0.000003
37245,6197,191,0.000066
37250,22774,29,0.000061
37253,31715,645,0.000035
37270,484,468,0.000013
37281,4876,506,0.000035
37287,12270,12,0.000059
37296,2750,927,0.000039
37324,25547,54,0.000024
37341,2188,995,0.000031
37342,30910,952,0.000035
37343,1743,479,0.000028
37356,23,39,0.000001
37364,12450,663,0.000034
37374,21704,207,0.000034
37375,3478,545,0.000034
37376,23383,192,0.000035
37381,4786,862,0.000041
37386,9107,790,0.000031
37395,9332,493,0.000034
37396,1168,589,0.000024
37399,605,100,0.000014
37408,5710,30,0.000061
37409,216,906,0.000010
37421,4638,112,0.000032
37433,15924,960,0.000044
37436,12436,489,0.000035
37441,3861,867,0.000023
37442,15060,971,0.000025
37449,5326,569,0.000042
37450,98,786,0.000004
37454,174,592,0.000005
37459,17431,741,0.000049
37477,2717,126,0.000022
37479,13705,587,0.000025
37485,1368,853,0.000025
37492,1751,532,0.000033
37494,1361,769,0.000027
37507,250,179,0.000013
37543,12553,534,0.000034
37551,7646,951,0.000035
37554,18755,499,0.000035
37555,6481,110,0.000034
37558,15665,373,0.000034
37561,840,519,0.000017
37562,582,280,0.000014
37565,25069,641,0.000043
37576,15833,395,0.000060
37577,775,465,0.000033
37579,14414,573,0.000058
37582,941,142,0.000024
37585,35,606,0.000001
37587,1889,368,0.000030
37589,766,218,0.000027
37590,1688,913,0.000030
37597,2485,354,0.000031
37611,2313,64,0.000034
37618,4557,637,0.000024
37638,1573,273,0.000030
37645,1668,817,0.000050
37646,385,211,0.000010
37649,7149,181,0.000060
37655,28942,138,0.000056
37679,2170,701,0.000038
37683,632,502,0.000028
37704,5172,744,0.000034
37733,7110,497,0.000035
37735,1687,495,0.000027
37737,30232,347,0.000035
37748,443,736,0.000016
37750,2496,772,0.000031
37754,15338,880,0.000032
37758,3959,58,0.000033
37765,4131,792,0.000040
37772,3031,30,0.000031
37779,8064,348,0.000040
37787,5447,517,0.000093
37804,1370,956,0.000024
37806,3250,350,0.000022
37807,521,964,0.000008
37819,7853,475,0.000034
37829,13540,71,0.000033
37836,29851,251,0.000034
37844,7707,480,0.000033
37862,1178,358,0.000023
37870,4839,963,0.000034
37871,5337,696,0.000032
37879,1913,296,0.000029
37881,1046,215,0.000023
37882,28676,865,0.000033
37884,657,902,0.000016
37894,1268,313,0.000016
37899,2960,291,0.000032
37908,1644,706,0.000027
37909,904,761,0.000019
37916,32311,349,0.000033
37934,1276,954,0.000024
37936,21325,144,0.000036
37949,22471,561,0.000035
37952,3103,451,0.000032
37985,7657,443,0.000033
37989,3599,871,0.000033
37991,1984,620,0.000020
37993,1272,816,0.000025
38018,805,519,0.000013
38035,655,367,0.000015
38036,16978,163,0.000035
38040,23802,958,0.000034
38042,9200,523,0.000034
38044,9496,435,0.000033
38045,16361,249,0.000034
38056,851,377,0.000011
38059,1888,639,0.000028
38060,12233,759,0.000035
38070,3347,544,0.000032
38080,9722,763,0.000033
38087,890,233,0.000015
38089,523,419,0.000015
38094,9969,209,0.000034
38107,397,824,0.000014
38114,819,962,0.000026
38122,9623,402,0.000035
38129,7699,216,0.000033
38150,16648,624,0.000041
38157,24600,13,0.000039
38175,30627,754,0.000034
38176,6567,380,0.000034
38181,1542,335,0.000030
38182,19587,692,0.000036
38184,30507,823,0.000033
38186,458,159,0.000012
38187,7874,179,0.000034
38192,2196,169,0.000030
38203,1777,137,0.000025
38204,4432,427,0.000034
38208,2388,178,0.000037
38212,27474,697,0.000034
38220,1356,940,0.000027
38229,6364,96,0.000032
38233,5605,820,0.000032
38234,357,212,0.000008
38236,23395,824,0.000043
38252,2644,441,0.000032
38254,21798,400,0.000028
38255,273,801,0.000006
38258,1082,416,0.000021
38265,4959,392,0.000035
38275,149,901,0.000004
38276,700,962,0.000013
38294,3448,978,0.000022
38297,9823,435,0.000032
38307,1295,279,0.000025
38327,17116,45,0.000041
38349,1870,52,0.000048
38367,8927,831,0.000033
38370,19659,712,0.000033
38376,641,343,0.000015
38401,20760,758,0.000035
38411,2807,459,0.000032
38415,633,316,0.000017
38420,10262,650,0.000034
38422,13098,855,0.000034
38423,15970,59,0.000035
38425,8628,861,0.000073
38433,23301,299,0.000032
38440,25421,211,0.000036
38444,1085,557,0.000022
38456,646,832,0.000016
38460,26081,280,0.000034
38477,8747,749,0.000033
38480,8440,371,0.000033
38484,10124,414,0.000034
38494,17832,237,0.000033
38497,2672,292,0.000036
38502,15797,645,0.000035
38517,9761,936,0.000034
38527,9523,851,0.000034
38535,3258,783,0.000032
38537,7261,231,0.000035
38538,3882,587,0.000033
38540,23425,786,0.000034
38553,5435,221,0.000034
38566,7624,397,0.000034
38571,14484,280,0.000036
38584,692,462,0.000016
38586,725,721,0.000017
38598,26901,408,0.000035
38607,6135,396,0.000034
38609,18093,15,0.000034
38613,13023,639,0.000034
38626,4531,714,0.000043
38640,471,883,0.000012
38642,2322,667,0.000032
38656,24632,866,0.000033
38665,10346,456,0.000051
38678,1244,75,0.000023
38685,3109,851,0.000032
38686,22029,431,0.000034
38698,28096,253,0.000034
38700,1947,647,0.000029
38705,3189,466,0.000032
38711,155,316,0.000005
38712,2290,409,0.000030
38723,12992,837,0.000034
38724,28261,882,0.000035
38725,28887,174,0.000035
38726,9093,396,0.000034
38731,9725,598,0.000035
38747,28857,853,0.000048
38749,5000,118,0.000035
38757,17257,639,0.000040
38760,2835,99,0.000049
38763,406,449,0.000010
38767,2629,309,0.000030
38770,26050,625,0.000044
38792,6109,838,0.000033
38804,1454,788,0.000027
38808,8902,260,0.000034
38819,2931,207,0.000031
38821,16087,892,0.000034
38827,5613,496,0.000034
38830,26772,106,0.000040
38836,3837,771,0.000032
38837,885,470,0.000018
38843,108,544,0.000003
38869,2438,52,0.000032
38874,987,695,0.000021
38875,31990,5,0.000042
38886,5184,657,0.000044
38897,1722,199,0.000018
38898,250,699,0.000004
38905,4134,280,0.000033
38918,172,703,0.000005
38921,3964,230,0.000034
38922,4573,323,0.000035
38928,321,365,0.000008
38934,6069,301,0.000033
38938,6184,514,0.000033
38954,7764,508,0.000033
38964,12370,932,0.000034
38972,14461,236,0.000034
38977,30418,880,0.000084
38981,2199,457,0.000030
38986,3513,569,0.000032
38988,2328,276,0.000032
38989,22931,619,0.000033
39002,20307,404,0.000040
39006,30215,313,0.000033
39012,16367,54,0.000025
39020,1127,26,0.000022
39023,4814,532,0.000033
39029,792,918,0.000018
39030,21529,205,0.000034
39047,31935,691,0.000034
39052,8178,644,0.000033
39059,773,457,0.000018
39060,1830,879,0.000056
39063,154,969,0.000004
39067,20414,184,0.000035
39081,14327,10,0.000035
39085,6021,574,0.000034
39093,2337,527,0.000031
39108,936,760,0.000021
39115,9155,539,0.000033
39133,466,562,0.000012
39143,14466,926,0.000033
39155,31,619,0.000001
39165,3178,163,0.000033
39174,23006,733,0.000033
39183,10920,597,0.000035
39187,9062,898,0.000035
39190,68,86,0.000002
39208,25384,416,0.000034
39224,3120,247,0.000033
39242,15065,739,0.000035
39249,18296,226,0.000028
39253,13763,946,0.000023
39259,9433,287,0.000034
39270,494,960,0.000012
39272,9605,353,0.000026
39273,7096,413,0.000033
39276,15476,948,0.000032
39277,9548,281,0.000035
39285,423,730,0.000011
39290,20533,42,0.000035
39291,7820,727,0.000035
39300,1577,667,0.000016
39308,482,614,0.000011
39329,1224,804,0.000023
39336,14845,595,0.000033
39340,27354,30,0.000033
39342,19612,134,0.000036
39343,9529,787,0.000039
39354,3424,352,0.000034
39366,6377,445,0.000034
39368,1056,116,0.000019
39381,18367,240,0.000029
39382,7845,573,0.000022
39385,18406,924,0.000034
39389,2444,429,0.000030
39391,3986,601,0.000033
39396,644,383,0.000010
39428,22232,162,0.000034
39434,8564,706,0.000035
39438,3116,257,0.000033
39440,2318,5,0.000030
39445,113,487,0.000004
39448,7527,367,0.000034
